"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)",Ends,"Total messaging contacts","New messaging contacts",Purchases,"Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
2023-02-01,2023-02-28,"DARVS BUILD",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-20T03:01:19+0800,"7-day click or 1-day view",11,actions:onsite_conversion.messaging_conversation_started_7d,1300,2471,33.04727273,-,-,-,363.52,2023-05-03,15,11,,,,,33.047273,11,33.047273,,,81
2023-02-01,2023-02-28,"LEO COMSHOP",inactive,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-04T02:38:04+0800,"7-day click or 1-day view",57,actions:onsite_conversion.messaging_conversation_started_7d,4960,9226,23.39333333,-,-,-,1333.42,2023-05-03,78,41,1,1333.42,,,32.522439,57,23.393333,,,178
2023-02-01,2023-02-28,"𝐑𝐘𝐙𝐄𝐍 𝟓 𝟑𝟒𝟎𝟎𝐆 (𝟏𝟎𝐏𝐂𝐒) tattoo📈",not_delivering,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-27T15:39:37+0800,"7-day click or 1-day view",151,actions:onsite_conversion.messaging_conversation_started_7d,7483,13602,11.57854305,-,-,-,1748.36,2023-05-03,185,131,,,,,13.34626,151,11.578543,,,275
2023-02-01,2023-02-28,"i5 10400F 1650 HIGHLIGHTS📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-10T07:56:27+0800,-,,,0,0,,-,-,-,0,2022-12-29,,,,,,,,,,,,
2023-02-01,2023-02-28,"R5 2600 1660S VIRAL",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-15T06:53:00+0800,-,,,0,0,,-,-,-,0,2022-12-29,,,,,,,,,,,,
2023-02-01,2023-02-28,"R5 2600 1660S 4PCS CP 02/07 ALDRIN",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-03T11:45:13+0800,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,2093,2987,36.72333333,-,-,-,440.68,2023-05-03,15,12,,,,,36.723333,12,36.723333,,,53
2023-02-01,2023-02-28,"i5 10400F 1650 PINK VIRAL",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-13T18:46:07+0800,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,163,331,30.83,-,-,-,30.83,2023-05-03,2,1,,,,,30.83,1,30.83,,,8
2023-02-01,2023-02-28,"R5 2600 1660S BLACK",archived,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-03T20:56:17+0800,"7-day click or 1-day view",102,actions:onsite_conversion.messaging_conversation_started_7d,6097,9105,11.52029412,-,-,-,1175.07,2023-05-03,139,67,2,587.535,,,17.538358,102,11.520294,,,296
2023-02-01,2023-02-28,"ALDRIN 20K SALE",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-18T01:11:38+0800,"7-day click or 1-day view",52,actions:onsite_conversion.messaging_conversation_started_7d,2669,5355,14.79307692,-,-,-,769.24,2023-05-03,67,42,,,,,18.315238,52,14.793077,,,128
2023-02-01,2023-02-28,"NEW 8 TRAD ANTIPOLO",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-03T19:03:09+0800,"7-day click or 1-day view",32,actions:onsite_conversion.messaging_conversation_started_7d,2512,3937,12.771875,-,-,-,408.70,2023-05-03,75,54,2,204.35,,,7.568519,32,12.771875,,,76
2023-02-01,2023-02-28,"NEW YEAR SALE 2023",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-06T18:29:41+0800,"7-day click or 1-day view",11,actions:onsite_conversion.messaging_conversation_started_7d,909,1737,15.23090909,-,-,-,167.54,2023-05-03,23,12,,,,,13.961667,11,15.230909,,,31
2023-02-01,2023-02-28,"R3 3200G 10PCS CP 02/21 JOSH",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-28T11:54:08+0800,"7-day click or 1-day view",23,actions:onsite_conversion.messaging_conversation_started_7d,1182,2461,11.28434783,-,-,-,259.54,2023-05-03,32,16,,,,,16.22125,23,11.284348,,,59
2023-02-01,2023-02-28,"i5 10400F 1650 10PCS CP 02/25 PAU",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-28T06:19:51+0800,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,252,368,15.562,-,-,-,77.81,2023-05-03,10,5,,,,,15.562,5,15.562,,,5
2023-02-01,2023-02-28,"R3 3200G POSEIDON",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-26T21:05:49+0800,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,897,1559,39.816,-,-,-,199.08,2023-05-03,6,3,,,,,66.36,5,39.816,,,44
2023-02-01,2023-02-28,"R5 3400G 10PCS CP 02/16 JM",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-19T20:47:38+0800,"7-day click or 1-day view",41,actions:onsite_conversion.messaging_conversation_started_7d,1898,3086,15.00268293,-,-,-,615.11,2023-05-03,53,31,,,,,19.842258,41,15.002683,,,73
2023-02-01,2023-02-28,"R5 2600 1660S DIGITAL✅",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-27T05:58:57+0800,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,1107,2340,33.645,-,-,-,269.16,2023-05-03,10,8,,,,,33.645,8,33.645,,,68
2023-02-01,2023-02-28,"NEW YEAR SALE 2023",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-21T05:10:25+0800,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,487,1014,14.61714286,-,-,-,102.32,2023-05-03,14,10,,,,,10.232,7,14.617143,,,23
2023-02-01,2023-02-28,"NEW YEAR SALE 2023",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-26T14:35:53+0800,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,222,430,39.43,-,-,-,39.43,2023-05-03,2,1,,,,,39.43,1,39.43,,,13
2023-02-01,2023-02-28,"NEW 10+1 NASUGBU📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-18T09:34:49+0800,"7-day click or 1-day view",32,actions:onsite_conversion.messaging_conversation_started_7d,1648,2688,11.5234375,-,-,-,368.75,2023-05-03,54,36,,,,,10.243056,32,11.523438,,,65
2023-02-01,2023-02-28,"NEW 8 MID NOVA",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-26T15:04:06+0800,"7-day click or 1-day view",30,actions:onsite_conversion.messaging_conversation_started_7d,2778,4896,27.25766667,-,-,-,817.73,2023-05-03,38,29,,,,,28.197586,30,27.257667,,,121
2023-02-01,2023-02-28,"MARK 20K SALE",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,155,340,20.01,-,-,-,40.02,2023-05-03,3,1,,,,,40.02,2,20.01,,,11
2023-02-01,2023-02-28,"BERT PACKAGE📈",not_delivering,"IMG BROCHURE PERSONAL AND COMSHOP",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-13T19:27:54+0800,"7-day click or 1-day view",66,actions:onsite_conversion.messaging_conversation_started_7d,4955,8117,18.34545455,-,-,-,1210.80,2023-05-03,86,61,,,,,19.84918,66,18.345455,,,197
2023-02-01,2023-02-28,"i5 10400F 1650 RESTOCK",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-15T08:14:59+0800,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,819,1256,24.27375,-,-,-,194.19,2023-05-03,15,9,,,,,21.576667,8,24.27375,,,29
2023-02-01,2023-02-28,"R3 3200G RGB",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-02-17T01:44:06+0800,"7-day click or 1-day view",14,actions:onsite_conversion.messaging_conversation_started_7d,635,1347,12.56214286,-,-,-,175.87,2023-05-03,22,12,1,175.87,,,14.655833,14,12.562143,,,36
2023-02-01,2023-02-28,"R5 2600 1660S 10PCS CP 02/04 LEO",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-26T10:05:58+0800,"7-day click or 1-day view",17,actions:onsite_conversion.messaging_conversation_started_7d,2055,3839,21.96588235,-,-,-,373.42,2023-05-03,29,21,,,,,17.781905,17,21.965882,,,124
2023-02-01,2023-02-28,"2023 OPENING PROMO📈",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-04T19:32:16+0800,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,86,111,23.03,-,-,-,23.03,2023-05-03,1,0,,,,,23.03,1,23.03,,,2
2023-02-01,2023-02-28,"NEW 4 MID LIPA",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-29T14:11:17+0800,"7-day click or 1-day view",10,actions:onsite_conversion.messaging_conversation_started_7d,906,1592,26.065,-,-,-,260.65,2023-05-03,11,8,,,,,32.58125,10,26.065,,,31
2023-02-01,2023-02-28,"PASKO SALE PC SET📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-01-31T11:46:07+0800,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,93,188,25.82,-,-,-,25.82,2023-05-03,2,1,,,,,25.82,1,25.82,,,6
2023-02-01,2023-02-28,"R5 2600 1660S 8PCS CP 02/08 MARK",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-03-01T19:17:20+0800,-,,,0,0,,-,-,-,0,2022-12-29,,,,,,,,,,,,
