post_id,category,note
1321019533381269,product_showcase,
1320919080057981,product_showcase,
1320286840121205,testimonial,Rule 2
1320198683463354,testimonial,
1320074686809087,testimonial,
1319961840153705,entertainment,Rule 4
1319427240207165,product_showcase,
1318799780269911,product_showcase,
1318449406971615,entertainment,Rule 4
1318034010346488,product_showcase,
1317924260357463,entertainment,
1317704670379422,entertainment,Rule 4
1317305213752701,product_showcase,
1317217463761476,product_showcase,
1316581340491755,product_showcase,
1316467550503134,testimonial,
1316352653847957,entertainment,Rule 4
1316234477193108,unclear,text ambiguous
1315498243933398,product_showcase,
1314839847332571,product_showcase,
1363093025840586,promotional_offer,
1363690115780877,promotional_offer,
1364460465703842,entertainment,
1364721289011093,product_showcase,
1366124202204135,entertainment,
1368468205303068,product_showcase,
1368830015266887,product_showcase,
1369693138513908,product_showcase,
1370419755107913,product_showcase,
1372882621528293,testimonial,
1374507154699173,entertainment,
1376225001194055,product_showcase,
1376913571125198,promotional_offer,
1376930644456824,entertainment,
1378014094348479,testimonial,
1378692204280668,testimonial,
1379551264194762,testimonial,Rule 2
1386270560189499,product_showcase,
1387944466688775,testimonial,
1362964195853469,entertainment,
1265140905635799,testimonial,
1264674472349109,product_showcase,
1264498682366688,unclear,store announcement
1263975032419053,product_showcase,
1262603752556181,product_showcase,
1262549292561627,entertainment,
1261283762688180,product_showcase,
1261222629360960,testimonial,
1260512959431927,product_showcase,
1260313076118582,testimonial,Rule 2
1259843226165567,product_showcase,
1258344172982139,unclear,empty caption
1257646939718529,product_showcase,
1257580589725164,entertainment,
1255420556607834,promotional_offer,Raffles are under promotions
1254678183348738,testimonial,
1253170760166147,testimonial,
1252998063516750,testimonial,
1252290580254165,testimonial,
1251815606968329,testimonial,
1251717733644783,testimonial,
1251049987044891,product_showcase,
1250815127068377,testimonial,
1250305653785991,product_showcase,
1250240520459171,testimonial,
1249534883863068,product_showcase,
1248843643932192,testimonial,
1248064184010138,product_showcase,
1248005810682642,unclear,text ambiguous
1247393030743920,product_showcase,
1246704524146104,product_showcase,
1246399664176590,testimonial,
1245887977561092,product_showcase,
1244543964362160,product_showcase,
1244460704370486,promotional_offer,Raffles are under promotions
1243853681097855,promotional_offer,
1243714111111812,testimonial,
1313858094097413,product_showcase,
1313255190824370,product_showcase,
1313007944182428,entertainment,Rule 4
1311558030994086,product_showcase,
1311315537685002,testimonial,
1310708384412384,testimonial,
1310460494437173,product_showcase,
1308972574585965,product_showcase,
1308779607938595,testimonial,Rule 2
1307958588020697,product_showcase,
1307345418082014,product_showcase,
1307102154773007,product_showcase,
1306499798166576,product_showcase,
1305664631583426,testimonial,
1304788971670992,product_showcase,
1303086078507948,testimonial,
1302847105198512,promotional_offer,
1302817991868090,product_showcase,
1302281018588454,product_showcase,
1302251715258051,entertainment,
1301748531975036,unclear,store announcement
1301216182028271,entertainment,
1301149415368281,entertainment,
1299642572185632,product_showcase,
1299597822190107,entertainment,
1298525018964054,testimonial,
1297967695686453,product_showcase,
1297107382439151,product_showcase,
1297007262449163,entertainment,
1296835725799650,testimonial,
1295938142556075,testimonial,
1295335515949671,testimonial,
1295046489311907,testimonial,
1294147239401832,testimonial,
1293532379463318,testimonial,
1293459966137226,testimonial,
1292631532886736,product_showcase,
1291731996310023,testimonial,
1291492339667322,testimonial,
1290746446408578,testimonial,
1267557702060786,promotional_offer,Rule 1
1267570952059461,testimonial,
1268071785342711,testimonial,
1268895341927022,testimonial,
1268955815254308,testimonial,
1269456618537561,testimonial,
1269682411848315,product_showcase,
1270405178442705,testimonial,
1270468595103030,testimonial,
1271263625023527,product_showcase,
1271785894971300,testimonial,
1271930488290174,entertainment,
1272044118278811,product_showcase,
1272568744893015,testimonial,
1272827018200521,product_showcase,
1273430298140193,testimonial,
1274131621403394,testimonial,
1274190751397481,product_showcase,
1274845871331969,testimonial,
1274938497989373,product_showcase,
1275419864607903,testimonial,
1275658214584068,product_showcase,
1276423191174237,product_showcase,
1276976514452238,testimonial,
1277914794358410,product_showcase,
1277977651018791,testimonial,
1279223737560849,testimonial,
1281038140712742,product_showcase,
1281612657321957,testimonial,
1281819597301263,entertainment,Rule 4
1282638960552660,testimonial,
1283373070479249,testimonial,
1283449247138298,product_showcase,
1284355393714350,testimonial,Rule 2
1284978363652053,testimonial,
1285207880295768,product_showcase,
1285825093567380,testimonial,
1286057076877515,testimonial,
1286868403463049,testimonial,
1286978193452070,product_showcase,
1287708973378992,testimonial,
1287779360038620,product_showcase,
1289202969896259,testimonial,
1289985346484688,testimonial,
1266175298865693,testimonial,
1220395006777056,testimonial,
1242993727850517,testimonial,
1241634391319784,testimonial,
1241592801323943,entertainment,
1241390114677545,entertainment,Rule 4
1240836641399559,product_showcase,
1240145294802027,testimonial,
1240078464808710,unclear,empty caption
1239872494829307,testimonial,
1239343354882221,product_showcase,
1239278824888674,testimonial,
1238334268316463,testimonial,Rule 2
1237793248370565,entertainment,
1237036015112955,product_showcase,
1236821291801094,product_showcase,
1236200958529794,testimonial,
1236148818535008,promotional_offer,Rule 1
1235482301934993,entertainment,
1234934321989791,promotional_offer,
1235181625298394,promotional_offer,
1233109015505655,product_showcase,
1232910278858862,product_showcase,
1232429742240249,product_showcase,
1230830255733531,product_showcase,
1230767505739806,entertainment,
1230678452415378,entertainment,
1230084299141460,product_showcase,
1230016865814870,entertainment,
1229707109179179,testimonial,Rule 2
1229311459218744,product_showcase,
1229195535897003,product_showcase,
1228453155971241,product_showcase,
1228159566000600,product_showcase,
1227669612716262,product_showcase,
1227406842742539,product_showcase,
1226632902819933,unclear,bare emoji
1225910122892211,product_showcase,
1225868896229667,product_showcase,
1224903992992824,entertainment,Rule 4
1224042166412340,entertainment,
1223085653174658,entertainment,
1222301869919703,entertainment,Rule 4
